head,tail,relation
硬脂酸红霉素胶囊,过敏,cure
硬脂酸红霉素胶囊,心内膜炎,cure
硬脂酸红霉素片,扁桃体炎,cure
硬脂酸红霉素片,沙眼衣原体结膜炎,cure
硬脂酸红霉素片,感染性心内膜炎,cure
硬脂酸红霉素胶囊,急性咽炎,cure
硬脂酸红霉素胶囊,心脏病,cure
硬脂酸红霉素片,肺炎,cure
硬脂酸红霉素片,生殖系感染,cure
硬脂酸红霉素片,白喉,cure
硬脂酸红霉素片,内膜炎,cure
硬脂酸红霉素片,咽炎,cure
硬脂酸红霉素片,风湿热,cure
硬脂酸红霉素片,先天性心脏病,cure
硬脂酸红霉素片,鼻窦炎,cure
硬脂酸红霉素片,沙眼,cure
硬脂酸红霉素片,风湿热复发,cure
硬脂酸红霉素片,急性扁桃体炎,cure
硬脂酸红霉素片,心脏瓣膜置换术后,cure
硬脂酸红霉素片,肠炎,cure
硬脂酸红霉素片,伤风,cure
硬脂酸红霉素片,支原体肺炎,cure
硬脂酸红霉素胶囊,结膜炎,cure
硬脂酸红霉素胶囊,猩红热,cure
硬脂酸红霉素片,风湿,cure
硬脂酸红霉素片,炭疽,cure
硬脂酸红霉素片,百日咳,cure
硬脂酸红霉素片,破伤风,cure
硬脂酸红霉素片,厌氧菌所致口腔感染,cure
硬脂酸红霉素胶囊,过敏,cure
硬脂酸红霉素胶囊,心内膜炎,cure
硬脂酸红霉素颗粒,扁桃体炎,cure
硬脂酸红霉素颗粒,沙眼衣原体结膜炎,cure
硬脂酸红霉素颗粒,感染性心内膜炎,cure
吸入用色甘酸钠,过敏性鼻炎,cure
右旋布洛芬栓,发热,cure
右旋糖酐20葡萄糖注射液,脑供血不足,cure
右旋糖酐20葡萄糖注射液,中毒,cure
右旋糖酐20葡萄糖注射液,休克,cure
右旋糖酐20葡萄糖注射液,手术,cure
右旋糖酐20葡萄糖注射液,脑供血不足,cure
右旋糖酐20葡萄糖注射液,中毒,cure
右旋糖酐20葡萄糖注射液,休克,cure
右旋糖酐40氯化钠注射液,手术,cure
右旋糖酐40氯化钠注射液,脑供血不足,cure
右旋糖酐40氯化钠注射液,中毒,cure
右旋糖酐40氯化钠注射液,休克,cure
右旋糖酐40氯化钠注射液,手术,cure
右旋糖酐40氯化钠注射液,脑供血不足,cure
右旋糖酐40氯化钠注射液,中毒,cure
右旋糖酐40氯化钠注射液,休克,cure
右旋糖酐40氯化钠注射液,手术,cure
右旋糖酐40葡萄糖注射液,脑供血不足,cure
右旋糖酐40葡萄糖注射液,中毒,cure
右旋糖酐40葡萄糖注射液,休克,cure
右旋糖酐40葡萄糖注射液,手术,cure
右旋糖酐40葡萄糖注射液,脑供血不足,cure
右旋糖酐40葡萄糖注射液,中毒,cure
右旋糖酐40葡萄糖注射液,休克,cure
右旋糖酐40葡萄糖注射液,手术,cure
右旋糖酐40葡萄糖注射液,脑供血不足,cure
右旋糖酐40葡萄糖注射液,中毒,cure
右旋糖酐40葡萄糖注射液,休克,cure
右旋糖酐40葡萄糖注射液,手术,cure
右旋糖酐70氯化钠注射液,出血,cure
右旋糖酐70氯化钠注射液,出血,cure
右旋糖酐70氯化钠注射液,静脉血栓,cure
右旋糖酐70氯化钠注射液,烧伤,cure
右旋糖酐70氯化钠注射液,烧伤性休克,cure
右旋糖酐70氯化钠注射液,手术,cure
右旋糖酐70葡萄糖注射液,手术中休克,cure
右旋糖酐70葡萄糖注射液,休克,cure
右旋糖酐70葡萄糖注射液,血栓性静脉炎,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐铁片,贫血,cure
右旋糖酐铁片,贫血,cure
右旋糖酐铁片,缺铁性贫血,cure
右旋糖酐铁片,营养不良,cure
右旋糖酐铁片,手术,cure
右旋糖酐铁片,失血,cure
右旋酮洛芬氨丁三醇片,感冒,cure
右旋酮洛芬氨丁三醇片,痛风,cure
鱼肝油乳,D缺乏症,cure
鱼肝油酸钠注射液,静脉曲张,cure
鱼肝油酸钠注射液,静脉曲张,cure
鱼石脂软膏,丹毒,cure
鱼石脂软膏,丹毒,cure
鱼腥草素钠片,慢性支气管炎,cure
鱼腥草素钠片,慢性支气管炎,cure
鱼腥草素钠片,慢性支气管炎,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
鱼腥草素钠栓,宫颈炎,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
愈创甘油醚片,痰多,cure
愈创甘油醚片,多痰,cure
愈创蓝油烃软膏,过敏,cure
愈酚待因口服溶液,咳嗽,cure
愈酚喷托异丙嗪颗粒,感冒,cure
愈酚喷托异丙嗪颗粒,感冒,cure
愈酚喷托异丙嗪颗粒,感冒,cure
愈酚维林片,感冒,cure
愈酚维林片,感冒,cure
愈酚伪麻片,鼻塞,cure
远志糖浆,咳痰,cure
月见草油胶丸,动脉硬化,cure
孕三烯酮,早期妊娠,cure
藻酸双脂钠注射液,脑缺血,cure
藻酸双酯钠片,冠心病,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,心绞痛,cure
藻酸双酯钠片,脑血管病,cure
藻酸双酯钠注射液,冠心病,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,肾炎,cure
藻酸双酯钠注射液,脑缺血,cure
藻酸双酯钠注射液,短暂性脑缺血发作,cure
藻酸双酯钠注射液,心血管疾病,cure
藻酸双酯钠注射液,脑血管病,cure
藻酸双酯钠注射液,高脂蛋白血症,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠片,缺血性脑血管病,cure
藻酸双酯钠片,慢性肾小球肾炎,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,心绞痛,cure
藻酸双酯钠片,脑栓塞,cure
藻酸双酯钠注射液,高血压,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,脑血栓,cure
藻酸双酯钠注射液,冠心病,cure
藻酸双酯钠片,出血,cure
藻酸双酯钠片,肾炎,cure
藻酸双酯钠片,脑缺血,cure
藻酸双酯钠片,短暂性脑缺血发作,cure
藻酸双酯钠片,心血管疾病,cure
藻酸双酯钠片,脑血管病,cure
藻酸双酯钠片,高脂蛋白血症,cure
藻酸双酯钠片,出血,cure
藻酸双酯钠片,缺血性脑血管病,cure
樟脑软膏,冻疮,cure
樟脑薄荷柳酯乳膏,头痛,cure
樟脑薄荷柳酯乳膏,头昏,cure
樟脑苯酚溶液,龋齿,cure
樟脑磺酸钠注射液,呼吸循环衰竭,cure
樟脑水合氯醛酊,疼痛,cure
樟脑醑,瘙痒,cure
樟脑醑,瘙痒,cure
长春西汀注射液,出血,cure
蔗糖铁注射液,缺铁性贫血,cure
蔗糖铁注射液,缺铁性贫血,cure
至灵胶囊,慢性肝炎,cure
制霉素阴道泡腾片,阴道炎,cure
中性胰岛素注射液,Ⅰ型糖尿病,cure
中性胰岛素注射液,消瘦,cure
重酒石酸去甲肾上腺素注射液,血容量不足,cure
重酒石酸去甲肾上腺素注射液,嗜铬细胞瘤,cure
重酒石酸去甲肾上腺素注射液,心肌梗死,cure
重酒石酸去甲肾上腺素注射液,血容量不足,cure
重酒石酸去甲肾上腺素注射液,嗜铬细胞瘤,cure
重酒石酸去甲肾上腺素注射液,心肌梗死,cure
重酒石酸长春瑞滨注射液,肺癌,cure
注射用转化糖,药物中毒,cure
注射用转移因子,病毒性心肌炎,cure
注射用转移因子,念珠菌感染,cure
转移因子注射液,湿疹,cure
注射用转移因子,流行性乙型脑炎,cure
注射用转移因子,病毒性心肌炎,cure
注射用转移因子,念珠菌感染,cure
转移因子注射液,湿疹,cure
转移因子注射液,流行性乙型脑炎,cure
注射用转移因子,病毒性心肌炎,cure
注射用转移因子,念珠菌感染,cure
注射用转移因子,湿疹,cure
转移因子注射液,流行性乙型脑炎,cure
转移因子注射液,病毒性心肌炎,cure
转移因子注射液,念珠菌感染,cure
转移因子注射液,湿疹,cure
转移因子注射液,流行性乙型脑炎,cure
转移因子注射液,病毒性心肌炎,cure
转移因子注射液,念珠菌感染,cure
转移因子口服液,关节炎,cure
转移因子口服液,体弱,cure
转移因子注射液,恶性肿瘤,cure
转移因子注射液,肿瘤,cure
注射用转移因子,血小板减少,cure
注射用转移因子,疱疹,cure
转移因子胶囊,出血,cure
转移因子胶囊,红斑,cure
转移因子胶囊,哮喘,cure
转移因子胶囊,单纯疱疹,cure
转移因子胶囊,溃疡,cure
转移因子胶囊,出血,cure
注射用转移因子,疱疹,cure
转移因子胶囊,出血,cure
转移因子胶囊,红斑,cure
转移因子胶囊,哮喘,cure
转移因子口服液,风湿,cure
转移因子口服液,牛皮癣,cure
转移因子口服液,自身免疫性疾病,cure
注射用转移因子,血小板减少,cure
注射用转移因子,疱疹,cure
转移因子胶囊,出血,cure
转移因子胶囊,红斑,cure
转移因子胶囊,哮喘,cure
转移因子胶囊,单纯疱疹,cure
转移因子胶囊,溃疡,cure
转移因子胶囊,出血,cure
转移因子胶囊,风湿,cure
转移因子胶囊,流行性出血热,cure
转移因子胶囊,肿瘤,cure
转移因子胶囊,肝炎,cure
转移因子胶囊,慢性支气管炎,cure
转移因子胶囊,自身免疫性疾病,cure
转移因子口服液,红斑狼疮,cure
转移因子口服液,系统性红斑狼疮,cure
棕榈氯霉素混悬液,胃肠炎,cure
棕榈氯霉素片,地方性斑疹伤寒,cure
棕榈氯霉素（B型）颗粒,败血症,cure
棕榈氯霉素（B型）片,厌氧菌感染,cure
棕榈氯霉素（B型）片,腹腔感染,cure
棕榈氯霉素（B型）颗粒,肠炎,cure
棕榈氯霉素（B型）颗粒,Q热,cure
棕榈氯霉素（B型）片,胃肠炎,cure
棕榈氯霉素（B型）片,地方性斑疹伤寒,cure
棕榈氯霉素（B型）片,败血症,cure
棕榈氯霉素（B型）片,厌氧菌感染,cure
棕榈氯霉素（B型）片,腹腔感染,cure
棕榈氯霉素（B型）片,肠炎,cure
棕榈氯霉素（B型）片,Q热,cure
棕榈氯霉素（B型）片,胃肠炎,cure
左旋多巴片,帕金森综合征,cure
左旋多巴片,帕金森综合征,cure
左旋多巴片,帕金森综合征,cure
左旋多巴胶囊,帕金森综合征,cure
左旋甲状腺素钠片,克汀病,cure
左氧氟沙星注射液,副睾炎,cure
左氧氟沙星注射液,脓肿,cure
左氧氟沙星注射液,肾炎,cure
左氧氟沙星注射液,支气管扩张,cure
左氧氟沙星注射液,蜂窝组织炎,cure
左氧氟沙星注射液,尿路感染,cure
左氧氟沙星注射液,伤口感染,cure
左氧氟沙星注射液,尿路感染,cure
左氧氟沙星注射液,胆囊炎,cure
左氧氟沙星注射液,泌尿系统感染,cure
左氧氟沙星注射液,沙门菌属肠炎,cure
左氧氟沙星注射液,细菌性痢疾,cure
佐匹克隆片,失眠,cure
佐匹克隆片,失眠,cure
可愈糖浆,百日咳,cure
鸡胆口服溶液,慢性支气管炎,cure
五维B颗粒,脚气病,cure
口服补液盐Ⅰ,慢性腹泻,cure
五维B颗粒,糙皮病,cure
愈美片,气管炎,cure
愈美胶囊,咳嗽,cure
肠内营养混悬液（TPF）,手术,cure
愈美片,咳痰,cure
肠内营养混悬液（TPF）,创伤,cure
肠内营养混悬液（TPF）,意识障碍,cure
肠内营养混悬液（TPF）,头颈部癌肿,cure
愈美片,上呼吸道感染,cure
愈美片,咳痰,cure
五维B颗粒,营养不良,cure
五维B颗粒,营养不良,cure
五维B颗粒,营养不良,cure
马来酸依那普利片,高血压,cure
马来酸依那普利片,原发性高血压,cure
马来酸依那普利片,高血压,cure
阿莫西林/双氯西林钠胶囊,肺炎,cure
阿莫西林/双氯西林钠胶囊,皮肤软组织感染,cure
阿莫西林/双氯西林钠胶囊,支气管肺炎,cure
注射用阿莫西林钠,急性支气管炎,cure
注射用阿莫西林钠,鼻窦炎,cure
注射用阿莫西林钠,生殖道感染,cure
注射用阿莫西林钠,皮肤软组织,cure
注射用阿莫西林钠,肺炎,cure
注射用阿莫西林钠,咽炎,cure
注射用阿莫西林钠,气管炎,cure
注射用阿莫西林钠,呼吸道感染,cure
注射用阿莫西林钠,中耳炎,cure
注射用阿莫西林钠,上呼吸道感染,cure
注射用阿莫西林钠,流感,cure
注射用阿莫西林钠,扁桃体炎,cure
注射用阿莫西林钠,下呼吸道感染,cure
阿莫西林双氯西林钠片,胃肠道感染,cure
阿奇霉素颗粒剂,急性支气管炎,cure
阿奇霉素颗粒剂,中耳炎,cure
注射用阿奇霉素枸橼酸二氢钠,沙眼,cure
注射用阿奇霉素磷酸二氢钠,慢性支气管炎,cure
注射用阿曲库铵苯磺酸盐,气管插管,cure
阿司咪唑片,结膜炎,cure
阿司匹林缓释片,胆道蛔虫症,cure
阿司匹林缓释片,脑缺血,cure
阿司匹林缓释片,牙痛,cure
阿司匹林缓释片,关节炎,cure
阿司匹林缓释片,头痛,cure
阿司匹林分散片,风湿热,cure
阿司匹林分散片,神经痛,cure
阿司匹林分散片,月经痛,cure
注射用阿魏酸钠,脑血管病,cure
注射用阿昔洛韦,疱疹,cure
注射用阿昔洛韦,疱疹,cure
注射用阿昔洛韦,疱疹,cure
注射用阿昔洛韦,疱疹,cure
注射用阿昔洛韦,疱疹,cure
注射用阿昔洛韦,疱疹,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠,肠道感染,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠氯唑西林钠,肺结核,cure
注射用氨苄西林钠舒巴坦钠,淋病,cure
注射用氨苄西林钠舒巴坦钠,需氧菌与厌氧菌混合感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织感染,cure
注射用氨苄西林钠舒巴坦钠,流感,cure
注射用氨苄西林钠舒巴坦钠,败血症,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织,cure
注射用氨苄西林钠舒巴坦钠,淋病,cure
注射用氨苄西林钠舒巴坦钠,需氧菌与厌氧菌混合感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织感染,cure
注射用氨苄西林钠舒巴坦钠,流感,cure
注射用氨苄西林钠舒巴坦钠,腹腔感染,cure
注射用氨苄西林钠舒巴坦钠,软组织感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织,cure
注射用氨苄西林钠舒巴坦钠,淋病,cure
注射用氨苄西林钠舒巴坦钠,需氧菌与厌氧菌混合感染,cure
小儿氨酚黄那敏片,流感,cure
小儿氨酚黄那敏片,鼻塞,cure
小儿氨酚黄那敏片,感冒,cure
小儿氨酚黄那敏片,四肢酸痛,cure
小儿氨酚黄那敏片,鼻塞,cure
小儿氨酚黄那敏片,感冒,cure
小儿氨酚黄那敏片,四肢酸痛,cure
复方氨酚甲麻口服液,咳痰,cure
氨酚氯雷伪麻缓释片,肌肉酸痛,cure
氨酚氯雷伪麻缓释片,过敏性鼻炎,cure
小儿氨酚匹林片,神经痛,cure
小儿氨酚匹林片,发热,cure
小儿氨酚匹林片,发热,cure
小儿氨酚匹林片,发热,cure
小儿氨酚匹林片,发热,cure
小儿氨酚匹林片,神经痛,cure
小儿氨酚匹林片,神经痛,cure
小儿氨酚匹林咖啡因片,发热,cure
小儿氨酚匹林咖啡因片,感冒,cure
小儿氨酚匹林咖啡因片,关节痛,cure
小儿氨酚匹林咖啡因片,肌肉痛,cure
小儿氨酚匹林咖啡因片,流行性感冒,cure
小儿氨酚匹林咖啡因片,偏头痛,cure
小儿氨酚匹林咖啡因片,神经痛,cure
小儿氨酚匹林咖啡因片,疼痛,cure
小儿氨酚匹林咖啡因片,中度疼痛,cure
小儿复方氨酚烷胺片,发热,cure
小儿复方氨酚烷胺片,流行性感冒,cure
小儿复方氨酚烷胺片,感冒,cure
小儿复方氨酚烷胺片,头痛,cure
小儿复方氨基酸注射液（18AA-I）,腹泻,cure
小儿复方氨基酸注射液（18AA-I）,早产,cure
注射用氨甲环酸,手术,cure
注射用氨甲环酸,出血,cure
注射用氨甲环酸,水肿,cure
注射用氨甲环酸,原发性纤维蛋白溶解亢进,cure
注射用氨甲环酸,死胎,cure
注射用氨甲环酸,月经过多,cure
注射用氨甲环酸,外伤,cure
注射用氨甲环酸,止血,cure
小儿氨咖黄敏颗粒,流行性感冒,cure
小儿氨咖黄敏颗粒,感冒,cure
氨咖麻敏胶囊,头痛,cure
注射用氨曲南,皮肤软组织,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,溃疡,cure
注射用氨曲南,呼吸道感染,cure
注射用氨曲南,败血症,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,医院内感染,cure
注射用氨曲南,下呼吸道感染,cure
注射用氨曲南,烧伤,cure
氨溴特罗口服液,支气管炎,cure
奥利司他胶囊,肥胖,cure
奥硝唑胶囊,厌氧菌感染,cure
注射用奥硝唑,软组织感染,cure
奥硝唑胶囊,脑膜炎,cure
奥硝唑注射液,腹膜炎,cure
奥硝唑注射液,外科感染,cure
奥硝唑注射液,内膜炎,cure
奥硝唑胶囊,腹膜炎,cure
奥硝唑胶囊,子宫内膜炎,cure
注射用棓丙酯,高血压,cure
注射用棓丙酯,周围血管病,cure
注射用棓丙酯,心绞痛,cure
注射用棓丙酯,脑血栓,cure
注射用棓丙酯,脑供血不足,cure
注射用棓丙酯,高血压,cure
注射用棓丙酯,周围血管病,cure
注射用棓丙酯,心绞痛,cure
注射用棓丙酯,脑血栓,cure
注射用棓丙酯,脑供血不足,cure
注射用棓丙酯,高血压,cure
注射用棓丙酯,周围血管病,cure
注射用棓丙酯,心绞痛,cure
注射用胞磷胆碱钠,脑外伤,cure
注射用胞磷胆碱钠,脑外伤,cure
注射用胞磷胆碱钠,脑外伤,cure
薄荷桉油含片（Ⅰ）,咽炎,cure
薄荷桉油含片（Ⅰ）,咽炎,cure
薄荷桉油含片（Ⅰ）,慢性咽炎,cure
薄荷桉油含片（Ⅰ）,口臭,cure
薄荷桉油含片（Ⅱ）,咽喉痛,cure
复方薄荷脑鼻用吸入剂,感冒,cure
薄荷麝香草酚搽剂,皮肤瘙痒,cure
复方贝母氯化铵片,多痰,cure
小儿贝诺酯散,感冒,cure
小儿复方贝诺酯咀嚼片,牙痛,cure
小儿贝诺酯维B1颗粒,发热,cure
小儿复方贝诺酯维B1咀嚼片,发热,cure
小儿贝诺酯维B1颗粒,神经痛,cure
小儿贝诺酯维B1颗粒,疼痛,cure
小儿贝诺酯维B1咀嚼片,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
小儿贝诺酯维B1颗粒,流行性感冒,cure
注射用苯妥英钠,全身强直-阵孪性发作,cure
注射用苯妥英钠,抑郁,cure
注射用苯唑西林钠,肺炎,cure
注射用苯唑西林钠,肺炎,cure
注射用苯唑西林钠,肺炎,cure
注射用苯唑西林钠,肺炎,cure
复方吡拉西坦脑蛋白水解物片,脑膜炎,cure
注射用苄星青霉素,链球菌感染,cure
注射用玻璃酸酶,玻璃体混浊,cure
口服补液盐Ⅰ,慢性腹泻,cure
口服补液盐Ⅱ,慢性腹泻,cure
口服补液盐Ⅱ,慢性腹泻,cure
茶碱控释胶囊,喘息性支气管炎,cure
茶碱沙丁胺醇缓释片,支气管炎,cure
肠内营养乳剂（TPF）,厌食症,cure
注射用穿琥宁,病毒性上呼吸道感染,cure
注射用穿琥宁,呼吸道感染,cure
